	Match	HMDB	PubChem	ChEBI	KEGG	METLIN	SMILES	Comment	X4010.Dish.0.cGy.sGCR	X4015.Dish.0.cGy.sGCR	X4026.Dish.0.cGy.sGCR	X4104.Dish.0.cGy.sGCR	X4106.Dish.0.cGy.sGCR	X4181.Dish.0.cGy.sGCR	X4010.Dish.50.cGy.sGCR	X4015.Dish.50.cGy.sGCR	X4026.Dish.50.cGy.sGCR	X4104.Dish.50.cGy.sGCR	X4106.Dish.50.cGy.sGCR	X4181.Dish.50.cGy.sGCR	X4010.Dish.100.cGy.Gamma	X4015.Dish.100.cGy.Gamma	X4026.Dish.100.cGy.Gamma	X4104.Dish.100.cGy.Gamma	X4106.Dish.100.cGy.Gamma	X4181.Dish.100.cGy.Gamma	X4010.Rotation.0.cGy.sGCR	X4015.Rotation.0.cGy.sGCR	X4026.Rotation.0.cGy.sGCR	X4104.Rotation.0.cGy.sGCR	X4106.Rotation.0.cGy.sGCR	X4181.Rotation.0.cGy.sGCR	X4010.Rotation.50.cGy.sGCR	X4015.Rotation.50.cGy.sGCR	X4026.Rotation.50.cGy.sGCR	X4104.Rotation.50.cGy.sGCR	X4106.Rotation.50.cGy.sGCR	X4181.Rotation.50.cGy.sGCR	X4010.Rotation.100.cGy.Gamma	X4015.Rotation.100.cGy.Gamma	X4026.Rotation.100.cGy.Gamma	X4104.Rotation.100.cGy.Gamma	X4106.Rotation.100.cGy.Gamma	X4181.Rotation.100.cGy.Gamma	QC.4	QC.5	QC.6	QC.7	QC.8	QC.End	group1_mean	group2_mean	group2_group1_log2fc	pval	padj	differentially_expressed
Acetylcarnosine	Acetylcarnosine	HMDB0012881	10221026	172509	NA	NA	CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O	1	18.3852210833502	16.5362088535162	16.7668439758815	17.9747064637977	18.1268322031237	18.1543143493008	19.0977180403785	17.8638570582268	17.2684678031433	17.51236917456	18.0091900943541	17.9474736907398	18.3569390795467	18.2722304359577	17.9314094428274	17.3109144682692	17.7074303860389	17.7075710265096	18.1055205628532	17.7070299932145	17.0083491753595	17.9913059931005	17.2658143518483	17.1713515558698	16.8426561543925	17.3363856388996	16.5626601340455	17.5414851398367	16.4686548323755	18.6655947888426	17.5136949118355	16.9342141788251	16.7606180444347	17.8260298014008	17.8042983261331	16.9114856937326	17.6589869411988	17.7881240441202	17.7524001659279	17.6868192077369	17.5978089266458	17.7638215593229	17.8810824731916	17.291723492727	-0.589358980464592	0.043015077869795	0.169026958909136	FALSE
Acetylcholine	Acetylcholine	HMDB0000895	187	15355	C01996	57	CC(=O)OCC[N+](C)(C)C	1	20.3713161876104	19.7838693592818	19.7009763168166	19.5364839047449	19.9801084089296	20.0054837651485	19.9813504106723	19.6649948283806	19.6903195024708	19.3163731954405	19.7691084894976	19.8179524876899	19.8353248781334	19.71085545977	19.8559881998234	19.2807463552696	19.6975802439339	19.7219914837832	19.6196577531504	19.6616209573144	19.3562070186991	19.7498312484837	19.4046554631222	19.7719042677062	19.5133783199981	19.4111624936458	19.0561902814249	19.4376740285177	19.1130246602825	19.6070110387957	19.6782334183935	19.2067010202036	19.260560198777	19.1961384894352	19.560237955121	19.1186105000159	19.7720883232627	19.6804186819462	19.7014432177136	19.5632392218955	19.7558059186496	19.6165220417509	19.6837477701189	19.3367469303244	-0.34700083979455	0.0202365240189453	0.146724636975947	FALSE
Aconitic acid	Aconitic acid	HMDB0247961	309	22211	NA	NA	OC(=O)CC(=CC(O)=O)C(O)=O	1	19.5985120207825	18.2590237248298	19.4773218452217	19.7615394334975	19.7681501793451	19.9067953210818	20.0468940543011	19.8308254462338	18.7442645129274	19.2682491984251	19.6743203005111	19.8580026141669	20.0793226269938	19.377005375398	19.0944211000347	18.7374893988348	19.9880664379039	18.8135014697406	19.7255413199455	19.4117729804597	18.5842766998772	20.2916966145045	18.9719883356233	18.3548546909857	19.167931792011	19.2794835883948	18.4517149591501	19.0496513967216	18.6603048882597	18.310238795528	18.5745145886215	18.0522036636924	17.9839345673453	19.2783885721395	19.4551671616422	18.106166145258	19.6936743606476	19.7477146112234	19.5805503024378	19.6831834453037	19.6569926986848	19.6743222231095	19.348301068151	18.5750624497832	-0.773238618367817	0.0547595737792535	0.179263395970959	FALSE
Adenosine	Adenosine	HMDB0000050	60961	16335	C00212	86	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1	1	25.1170719663733	21.4557254007651	22.3488247841932	23.8580971074476	23.7873302519854	23.9727338714129	24.5929397090022	23.3489764644979	22.5590510599914	23.3586366425522	23.4219346543775	24.1013671017821	24.81409627672	22.7842165265037	22.6598505425726	23.1943204359448	23.4541566699166	23.6873693353384	23.9518430088995	23.4768895134765	22.5382957181724	23.8819106142783	23.6412005252866	23.375386044402	23.9523527971904	23.1085153337925	22.4698797327319	23.2772865742143	22.9316614077303	23.598337296836	23.4233748907988	21.4019937450641	21.8577212421699	22.9893756177241	23.3640282861173	21.1286411555337	23.4494385581883	23.341731164664	23.422764267638	23.4249146336883	23.4670744240041	23.4642064134353	23.4323349644994	22.3608558229013	-1.07147914159806	0.0704885071877237	0.194879778735924	FALSE
Adipic acid	Adipic acid	HMDB0000448	196	30832	C06104	115	OC(=O)CCCCC(O)=O	1	14.8327462412341	16.0432510256381	16.0879109436074	16.5067956746129	16.3575786896249	18.4910848296767	15.7432103375012	16.4010069259554	15.985539044403	17.3574749530443	16.8339643239957	17.3149562241678	16.7642479554535	15.1953215633807	19.2608481113439	15.5505071380419	16.3657209573303	16.2356524711127	16.8662771736945	14.8754653615065	15.6467257601585	16.3163574501608	17.4219869330024	16.0747578475224	16.3758497441788	15.9595102256873	16.2897773398649	16.1290479395392	15.4236520477439	16.0021948741299	15.9526345615121	15.9117655121076	16.9970137218392	15.7512982017871	16.2022992816721	17.1748421933525	17.372036693901	17.4429420068056	17.2358031217502	17.3934539862476	17.3802655425814	17.3652712445439	16.5620496994438	16.3316422453784	-0.230407454065379	0.728846540091372	0.76754635637941	FALSE
ADMA	Asymmetric dimethylarginine	HMDB0001539	123831	17929	C03626	6309	N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O	1	21.254282724596	19.0883727986132	18.5204188513982	19.7752851767469	19.4146147501507	19.5169640513341	19.798148548244	19.3314749085782	18.8718356769129	19.2327606464763	18.9838455944032	18.3952937315267	20.0788959281311	18.6907683060746	18.5294044562322	18.3646892279791	17.9804541726049	18.4006715228568	18.3357828096935	18.6297108868898	18.322332297101	19.9271146696141	17.8962043907419	18.9502936434895	18.8619401927256	17.7010755019247	17.21942943881	18.3445572019286	16.9212404367139	19.5279317781438	18.5396845634153	17.9262804943908	16.9472101623932	17.789341424381	18.3040972045133	16.9649001320227	19.1272226600302	19.0954828381458	18.9507990454392	18.9572495567092	18.6832284247235	18.5206031810461	18.6741472689798	17.7452523301861	-0.928894938793714	0.0440322329931363	0.169026958909136	FALSE
ADP	ADP	HMDB0001341	6022	16761	C00008	6175	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	1	22.2744140411792	19.5449294966222	20.7571549283258	21.736737554254	21.3411914216716	21.733060494599	21.9457008983376	21.551815623154	20.8940146451113	21.0011995541405	21.5400536327505	21.2535252038996	21.7162810353089	21.5311239091528	21.2071927716832	20.9927248540283	21.1520614200444	20.970107507384	21.2428788163574	20.9134744654789	20.300151979034	20.9143532779336	20.9260849837238	20.3148635375194	21.5916072851295	21.1402145865694	20.2270001329748	21.3015573042188	20.7555223425924	19.7360647089834	21.3010357944934	20.4544062903645	20.2142071554123	20.8764921800076	21.3049179541382	19.8630297581478	21.007103810689	21.0599128742639	21.1674827716336	21.0345093767279	20.9403679051144	20.9128605612845	21.2615819162669	20.6690148554273	-0.592567060839642	0.062736605534888	0.185405758979402	FALSE
Agmatine	Agmatine	HMDB0001432	199	17431	C00179	3523	NCCCCNC(N)=N	1	15.412753153618	14.840404469267	13.0905716057155	16.3213126811567	15.7353748599105	15.3494820454275	15.3676671755394	14.9180874562585	15.2429656648297	15.7608792291473	16.5451888095219	15.2363188475624	15.0775416451347	15.4592418733186	15.5554590347853	15.6826467060162	15.9338242052407	14.9510284735806	14.6844502092653	15.1389976043242	13.3666063657616	14.9357347353385	15.703092121777	10.7777787237087	14.9771170766368	14.6310385427127	14.3849092257895	15.1348708531327	14.4037620586321	15.207522085479	15.6797977787981	14.7857442135125	14.5109206013709	15.8756452693401	15.2023092018303	14.090615909299	15.0361234977816	14.9069531518949	14.986071145821	14.9498784778202	14.8982352188138	14.6402526937381	15.4432903230127	15.0241721623585	-0.419118160654227	0.227706856996502	0.381649520881461	FALSE
Alanine	L-Alanine	HMDB0000161	5950	16977	C00041	NA	C[C@H](N)C(O)=O	1	25.6880162014809	24.4100041776603	23.7963757074582	24.3238463730921	24.263012167589	24.5201990431924	25.0128400029379	23.9253758802098	23.7434057656941	24.228748228538	24.0493509414324	24.0339892175699	25.0043624248461	23.8222906309324	23.6009103036111	23.8855179762323	23.759058868908	23.9161862046167	23.9797824202385	24.1154222192304	23.3589949129063	24.4834852074178	23.4365423253479	24.271282541383	23.6918691673936	23.7542777404323	22.8706915935703	24.0388658062019	23.2285351270607	23.8813579629003	23.911627846551	23.8250810416694	22.954181339519	23.5025136090308	23.9218375764516	23.1494198252287	24.2119502540229	24.1799459679376	24.1057239166165	24.1053469184635	24.1966433801497	24.0452575582166	23.9980544015244	23.5441102064084	-0.45394419511603	0.121185064093343	0.231050078306551	FALSE
alpha-ketoglutaric acid	Oxoglutaric acid	HMDB0000208	51	30915	C00026	5218	OC(=O)CCC(=O)C(O)=O	1	19.0043032365085	19.4618877865785	19.6217872395419	19.8840089907789	18.7284857888875	18.5720466484875	12.5698808149354	19.6231951250486	21.2545091027272	21.8587578636044	20.4782148882733	18.0341842792541	18.540038656877	20.7682157964635	21.3466082019867	21.0446432357947	20.9451846409871	17.7365037259666	12.1062678676857	18.6608388652173	19.0534545883103	19.2579185321131	17.3149770747241	18.6246720018322	17.7520144057798	11.9985603972605	17.6504931653875	12.4089700925983	17.6980368839836	12.4210427645578	18.2307515190194	18.5340396413047	12.0548854797609	18.1587666855666	18.8769235501255	17.7326035045217	19.3364940587352	19.4824439262198	19.5744147732219	19.6180458509453	19.5756370884242	19.7177554437815	20.0635323763459	17.2646617300498	-2.79887064629614	0.0510578677498605	0.179263395970959	FALSE
Aminolevulinic acid	5-Aminolevulinic acid	HMDB0001149	137	17549	C00430	6037	NCC(=O)CCC(O)=O	1	16.0443520429146	14.2120211705539	14.9515640980502	15.0541585991253	16.0447405913949	15.57271913835	15.8518719685023	14.7887662720426	14.7591557032134	14.5690017939876	16.2253624878201	15.9448929380713	16.0501502463847	15.5762002218041	15.4427999459919	14.8428330233095	15.5304410838419	15.8793446996692	16.3339593476434	14.8338581714479	14.7717733050326	15.2916255032995	15.0719445184661	14.6789522371722	15.1357634450619	13.7983640455386	14.0426329808184	14.7701493651932	14.9431363621776	14.7199603943311	14.9052820066776	12.1044929982418	13.9669105807143	14.7085870982441	15.0319241266076	14.258957233853	15.4058838490955	15.396113455452	15.3473481921918	15.4496936164573	15.2210008283733	15.3589007069111	15.5536282035002	14.1626923407231	-1.39093586277717	0.0241783059230191	0.151432547623119	FALSE
AMP	Adenosine monophosphate	HMDB0000045	6083	16027	C00020	5111	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1	1	27.3781452421132	25.1360868029607	26.1195227095687	26.8954539646001	26.5192711454573	26.3998966667089	27.0279566864126	26.3597407577993	25.670524315452	26.0534918157185	26.4572175465297	26.3942012532048	27.3291737758494	26.2979626687373	26.0078560805407	26.4863195364365	26.4949699445169	25.9581334311761	26.3398965662024	25.8796872558297	25.6269103217302	24.8836245458342	25.9250645078874	25.1562655290768	26.6670041674277	25.8066126527826	25.8374683379172	26.1503013482896	26.3631312621683	22.678258308075	26.1441440567352	24.6755682850454	25.2724828140693	25.5001887337595	26.0638395138236	24.3688696677877	26.1596618250493	26.063667622547	26.2638766989719	26.1436531457941	26.1739704310445	26.2002738081105	26.4290692395428	25.3375155118701	-1.09155372767271	0.013788403948251	0.146724636975947	TRUE
Arginine	L-Arginine	HMDB0000517	6322	16467	C00062	5502	N[C@@H](CCCNC(N)=N)C(O)=O	1	26.41602933499	25.763755741873	25.2786241346058	25.8111055642285	25.7244949307734	26.0117559555389	25.2237542022656	25.6814378170963	25.5778681290953	25.3467968330232	25.3365486237326	24.8843604885444	25.6724561485239	25.4753075155614	25.162569643564	25.0219319615758	24.5803262412452	24.8656400360626	24.6292205546097	25.6220505846728	25.3965039382176	25.9117240936548	24.8051121740415	26.0642513631149	25.3042523514894	24.7504759653757	24.4911330740507	25.1813384943108	24.2200566670178	25.8945387731903	25.2969900911403	25.1936810404666	24.420077868674	24.52902202423	24.9729611690792	25.0800539429923	25.6123378465439	25.5402581889966	25.5396526323516	25.4715264971368	25.1838836728868	25.2460672629154	25.1297052577555	24.9154643560971	-0.214240901658407	0.352454077742222	0.476614036946868	FALSE
Argininosuccinic acid	Argininosuccinic acid	HMDB0000052	16950	15682	C03406	5115	N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O	1	18.5855707731617	15.172444901517	16.1131510054721	17.6965324209908	17.6403879592445	18.2471189381412	18.5521277493187	17.4061240575373	16.7606843149007	16.7882879818094	17.3925141597178	17.3972783930182	18.3446815024647	17.6401989000077	17.1514891409733	16.8742259880587	16.9031994596556	17.0904281659478	17.9492791196268	17.38951576998	15.8233256982706	17.7344542195906	17.5749838839127	16.4461295748974	17.2701884263657	16.979148049254	16.4637752968587	16.9367485360159	16.3547726919142	17.7363869663716	17.2794605485273	15.7181626041669	16.3836275848313	17.1509096968337	17.3249246601676	15.8753782161674	17.1438538656979	17.2935918327944	17.3135210243607	17.4126546393627	17.2484653937795	17.1369115728753	17.3340371928513	16.622077218449	-0.711959974402252	0.0893253158257292	0.200722316507467	FALSE
Ascorbic acid	Ascorbic acid	HMDB0000044	54670067	29073	C00072	3753	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	1	24.8996482729565	25.6305660217407	25.9077186346371	24.2744849217241	25.2749821570605	25.19902312512	24.1376593980585	24.3996624488503	24.1231294569229	24.4579377727998	24.2323505069823	25.1899084033103	25.1569715701034	24.1791602222366	24.0585992007613	23.92956502732	24.9331470701619	24.6715609823636	24.3336842673275	25.1275997313059	25.2338965685375	25.9961649070257	24.4261776856578	25.428279893662	24.8142956202158	24.2336316497194	24.8109725465384	23.9142694002773	24.5480055070872	24.4913241574661	24.3418467894098	24.5199222308772	24.7966481146797	24.1429117594711	24.6513197607002	25.2618134782497	25.3017862010381	25.3748598566911	25.2194433053004	25.2648712922857	25.3100985930648	25.312206008458	24.4881673454911	24.6190770222313	0.130909676740121	0.626375585307528	0.696623314500896	FALSE
Asparagine	L-Asparagine	HMDB0000168	6267	17196	C00152	14	N[C@@H](CC(N)=O)C(O)=O	1	23.9019881169322	23.2638513557827	23.0371626144893	23.3077771624271	23.1311780924725	23.2684648609558	23.6625486699135	23.2840531695446	23.3389579421535	23.0955577657784	23.2078754092192	23.0997234856882	23.7325819726611	23.3704748790404	22.5508582175309	23.0285228633354	22.8472714573015	22.9686282250656	22.8756194547614	23.3178690286739	22.9254776008868	23.2838941036712	22.7257862328815	23.3185498789185	22.8466333761406	22.7895043271938	22.5304805939319	23.1493561883279	22.3527759357211	23.1885667685284	23.1424712638653	22.9953786024878	22.5789731794441	22.9577937267302	23.0745952179866	22.6176415754585	23.2978057470443	23.162773142537	23.2387410384546	23.1452966579757	23.0720782453655	23.0159920461441	23.0830562691558	22.8944755943288	-0.188580674827065	0.362475105742592	0.479023523818357	FALSE
Aspartic acid	L-Aspartic acid	HMDB0000191	5960	17053	C00049	5206	N[C@@H](CC(O)=O)C(O)=O	1	25.8109573192631	25.5593752669852	25.609126247994	25.6244624840516	25.6056238166789	25.8181857038429	25.3798172015353	26.0158953037496	25.5407181562345	25.4147028273706	25.7669996302087	25.8114842167861	25.5786120576027	26.0108158074307	25.4516466780112	25.0607812527593	25.4830103757637	25.4810240578265	25.634774369211	25.9072984402149	25.1361433513121	25.7442713725352	25.5673878656204	25.8891026889022	25.6834732332698	25.9943743711636	25.0278829725877	25.5671345431205	25.045584101537	25.9183659028144	25.7281927971961	25.559157281149	24.9040275015847	25.2973724306837	25.9006795992677	25.0513051086702	25.5869211788238	25.3981300472055	25.4796295909576	25.4047657036059	25.4930785252511	25.4887216878794	25.510981704899	25.4067891197586	-0.104192585140456	0.617819194821274	0.693589473431431	FALSE
ATP	Adenosine triphosphate	HMDB0000538	5957	15422	C00002	5523	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	1	23.0583025947009	20.1243011741819	21.3480426638276	22.6412350551312	22.127229283224	23.0812962865227	22.9787086627459	22.5863822895925	22.7542209807265	21.8272272158828	22.6338860491417	21.9688957858169	21.6947814533704	22.8136353923622	22.2686180399399	21.2239028670831	22.8711579847437	21.6579451856046	23.2007440108728	21.7685553231581	20.8253159581434	23.0487999676716	22.3524149198925	22.0236994813144	22.2119503469742	22.9869895340395	21.73235414468	22.4692461505963	21.2141066029501	23.7980943388916	22.2510292706753	22.6854166574908	21.3669132381227	22.359326579914	22.8905522914974	21.2281556410328	22.4945940901853	22.3375245644605	22.5166566699362	22.2114384183801	21.8991630514394	21.9598636548604	22.0883401538507	22.1302322797888	0.0418921259381584	0.916999091688891	0.933586371795512	FALSE
C3:0-Carnitine	NA	NA	NA	NA	NA	NA	NA	0	17.92658484254	17.6150127298287	18.192178772897	17.1196805846587	17.5200447676729	17.6748162013146	17.9650798532381	17.790814370502	17.1993518748769	17.1216636183002	17.49044672971	17.9053185537718	17.8966246701332	17.6166561847392	17.0913639502407	16.8502099718197	17.4129578868912	17.434052930814	17.4507577920488	17.6042031294962	16.7043815343022	17.7828235251384	17.0228523729209	17.3122628236175	16.9673520173854	16.7757486862764	16.8652987612212	17.2787915948993	16.4525132875888	16.6204594923891	16.9470654273628	15.7837641532851	16.0637649621135	17.0081182494889	17.2473773347211	16.3761607394173	17.2846805969723	17.1755256029784	17.196564601634	17.2288367043471	17.2777228421628	17.1961457471004	17.383644265773	16.5710418110648	-0.812602454708227	0.0194476072206013	0.146724636975947	TRUE
C4:0-carnitine	NA	NA	NA	NA	NA	NA	NA	0	17.3449223636454	11.1027874638749	12.5990608400505	17.4233949177116	16.6434284687369	17.5201367275517	17.9678372227445	16.7144959414564	16.1412356902753	16.4008353981309	16.5118803457727	17.4150895053448	17.2138327886381	16.8311524335563	16.2459778776654	15.9695603578697	16.8058232207154	16.4262976387771	17.2965341275533	16.1339245665431	15.3394864074523	15.5356868575711	16.6737924890021	15.9324331578682	15.9876663552809	16.338346118384	15.8391655833904	16.796399674735	15.9936736336512	15.7921376832597	15.9726452925858	14.7845531508423	14.8561720085307	16.539378257765	16.069543551725	15.3255801952867	16.7303698538156	16.6671864988821	16.6690911675295	16.5386142030546	16.7048250662409	16.6886435880203	16.5821073862037	15.5913120761226	-0.990795310081086	0.0194265494607907	0.146724636975947	TRUE
C5:0-carnitine	NA	NA	NA	NA	NA	NA	NA	0	17.3742538337453	16.1723678434863	16.5617647963803	16.8034778720507	16.9486697877561	17.0566179012033	16.5085772749502	16.6106142836938	16.4920372857014	16.4180746754855	16.2802258706492	16.5626017449835	16.6023750153937	17.1699442061356	16.0678110843427	16.3628476478817	16.184142928678	16.7085324893401	15.4741750399626	16.4508001114337	16.1930577451943	16.9587108991308	16.1352630388082	16.6299783949959	15.8091245145463	15.3678271050774	15.1813869984071	16.077906595124	16.2686132137007	16.0593158730471	15.7591742261469	15.2192001921573	15.012624665869	16.325623345164	15.8834962269945	14.5797942224916	16.5734198504486	16.4537919529635	16.3263544016837	16.414653404015	16.4586439533195	16.4143357635294	16.5159422286286	15.4633188131372	-1.05262341549141	0.00856000635815676	0.146724636975947	TRUE
C6:0-carnitine	NA	NA	NA	NA	NA	NA	NA	0	18.9061923159929	15.4217106962614	16.0185202647414	18.4463341896836	18.5386271533878	18.3563185830269	18.5867322281878	17.4091806112083	18.2216446312903	17.2782677940394	17.9147304353701	18.3975025377371	18.6698320512108	17.5584894867401	17.6227746043166	17.6120920106488	17.4997364190356	17.380174578513	17.9343334937078	17.9303575309697	17.7035122782802	17.3322685962621	17.86472646213	18.5592845648211	17.6275961503646	16.3973862370651	17.770629487724	18.1578863267233	16.5720165717692	17.924198566645	17.2093487694932	16.2376087911535	16.2834142525078	16.6131786310085	17.9448318546324	17.5465403448276	17.8635546484024	17.7453742549508	17.7276240418882	17.9871152753393	17.5614063736557	17.8821038459315	17.7238498584108	16.9724871072705	-0.751362751140292	0.0587501885955242	0.179263395970959	FALSE
C8:0-carnitine	NA	NA	NA	NA	NA	NA	NA	0	20.9179489515216	21.688696602906	21.7132081603615	21.2640741070784	22.3376211099045	22.2716740050767	22.120460268597	21.6005110662794	21.3143387950062	21.492492534629	21.9297548926465	22.0132901443823	22.2338218312942	21.810180597027	21.2333687698238	21.2123237675421	21.8709911021401	21.8151104856275	22.079287896729	21.6487174787841	21.1851997698661	21.3894589785493	22.0218060773071	21.7202614115521	20.8558739667762	21.7582606634923	21.6268861436793	22.2300503140152	21.5389729218815	19.9604334535927	21.7338206937664	21.322936873026	20.9803781590311	21.8707946098506	21.6254472394725	21.470036319275	21.0732370241398	21.5372221806225	21.6997988181917	21.4569654165479	21.5639914981247	21.7292536860381	21.6959660922425	21.5005689824036	-0.195397109838865	0.371968557181036	0.481133242440688	FALSE
C9:0-carnitine	NA	NA	NA	NA	NA	NA	NA	0	18.4914991284766	14.5391296551392	15.7094804991447	17.0040222138258	17.3023344053945	17.5120825244642	17.1558485135802	15.8858651521618	15.6086062278571	14.7180024966554	15.7532382546618	16.0415859283433	16.883302636154	15.7027194909324	15.0228425757797	14.8298061691972	15.4217654649587	15.6768953252739	16.4056030681517	16.6494621452042	15.7986347626196	17.2072539398798	15.2368509261646	15.332552654965	16.8517439572342	15.1861343229707	14.339415896209	15.461547276979	14.2760910789247	14.8054639530926	15.3231287099411	14.2041848965358	14.2093449423828	14.874620051541	15.221366421281	13.793854329585	16.0992131514859	15.8241039684098	15.9821784037254	16.0184064198126	15.856025604133	15.9532917194298	15.5895552770493	14.6044165585445	-0.985138718504841	0.0305601511712129	0.15276670210951	FALSE
Canavanine	Canavanine	HMDB0002706	439202	405237	C00308	3238	N[C@@H](CCONC(N)=N)C(O)=O	1	10.1787856837924	14.3676933270822	16.2771093864028	16.0389747122264	14.6713617182217	13.5544991157014	12.9805244753594	15.8378380987719	16.7447192123594	17.1495180865847	16.7471117981856	13.8023403401356	13.1842393389284	15.955510555599	17.2137440524198	16.0199173098432	17.5401303866536	13.3150194887719	12.5947580756566	12.4350549210729	15.759467822656	15.5426709575329	12.9002769571451	10.6214358256223	12.7673109723002	11.8612014840086	13.7379989987884	13.6492876418051	13.808025803402	12.7232649163409	13.9906057016506	8.53404719478062	12.2469573361584	14.166498322756	15.6801274158943	14.2605080541066	15.4589045111987	15.4512360035816	15.3809359703124	15.3764257956442	15.4995802720537	15.3491047453569	15.538093522036	13.1464573375577	-2.39163618447824	0.0937096860867677	0.202753684442279	FALSE
Carbamoyl-Aspartic acid	NA	NA	NA	NA	NA	NA	NA	0	16.3956009070944	16.1829533813636	17.040474737498	17.3260919137684	17.1586137686659	17.6583728625393	16.1223913669181	17.2151116386959	16.1750843585287	16.4438617519506	16.4456388595544	17.5298339580431	16.1719687496793	16.4247957986911	15.8532351316217	15.6930424313029	16.1829489200583	16.5982855884182	17.4469581306455	18.3521874436317	15.8955613722343	17.6628488464302	16.8806770078612	16.6649825541004	16.7105358236466	16.7094387586382	16.379348606102	15.9210894333021	15.1481271160981	16.9360041767609	16.2220468124785	16.1009880503013	15.5232259001243	15.4719399271851	16.5416852390383	16.2381826692019	17.053979330577	17.2715804910425	16.8301661544628	17.0346578923563	17.0908046189789	17.1339552796912	16.1540461032953	16.0163447663882	-0.137701336907018	0.551039204484323	0.636637527511014	FALSE
Carnitine	L-Carnitine	HMDB0000062	10917	16347	C00487	52	C[N+](C)(C)C[C@H](O)CC(O)=O	1	17.4118944739945	15.8603477712933	16.5511158383271	16.9678931597112	16.886317576146	16.983408822121	17.5143753989282	16.5622491391303	15.6225144229472	16.2889748711521	16.3032266626584	16.844640419006	16.8733587131213	16.4671679907306	16.0255009483777	15.8045752297898	15.6188594972907	16.2828010518215	16.4468968451772	16.8771059715443	15.8402516783107	16.8424962421761	16.0254512565652	15.3959896983111	16.2290989409747	15.5392492863621	15.8701497782812	16.1692746124354	15.868965400791	16.0496587000688	15.9188502652566	15.0852481791868	15.3226515986481	16.3975423113786	15.544718771679	14.7309189602474	16.2404929374769	16.0953633264777	15.9226754348928	16.277101680789	16.403986385673	16.1965566919785	16.1787105718553	15.4999883477327	-0.678722224122547	0.0533216644272961	0.179263395970959	FALSE
Carnosine	Carnosine	HMDB0000033	439224	15727	C00386	38	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O	1	17.138056509959	15.0206513455682	13.629164851396	16.7940375497376	18.5830580187284	18.7633356969104	16.5432845509215	17.8371317329626	14.4913807881205	16.8424279065684	19.0910041226612	18.4260739778446	18.9355744600701	18.9776500946614	16.4747290588645	17.9825951101528	18.7045204486902	19.1178538199818	16.9577687404809	16.9677497432023	13.3691059352431	17.3074003810791	17.6555955955978	14.940831794099	16.3978256829114	16.715832686295	13.9331997969929	15.0461474401876	15.234451736783	18.2679206399506	17.3226918659209	16.0791258748368	14.9735393606655	17.8569428867033	19.0140737626721	16.4582167306474	17.4912364621233	17.3844326608005	17.5765503699011	17.5738061146667	17.5000416966994	17.3368445394192	18.3654871654035	16.950765080241	-1.4147220851625	0.0782988094882663	0.200450051076546	FALSE
Choline	Choline	HMDB0000097	305	15354	C00114	56	C[N+](C)(C)CCO	1	26.2310991758103	24.929538936254	25.3163135250961	25.5087401236167	25.4192717667988	25.8201080945689	25.428094277662	25.2345766511627	25.1239008589424	24.8729075331864	25.2266190854281	25.1405185270974	25.3904567545401	24.9693435454132	24.9218515898888	24.4603414544904	24.9619325517432	25.2490918345502	24.9450031831663	24.8859611943449	25.199234914526	24.9641003016937	24.8526521508255	26.038255556581	24.6076187732297	23.9164766171027	24.1791979311803	24.6231198013811	24.3769177657515	24.8263795672252	24.4679466393872	24.2771773433557	24.2806150025538	24.3811950149491	24.1445642043695	24.6185483171775	25.1019638407478	24.9396287915426	24.9945688010103	25.0446191914437	24.8314681127885	24.9929935531856	24.992169621771	24.3616744202988	-0.630495201472158	0.00312400056201812	0.146724636975947	TRUE
