	Match	HMDB	PubChem	ChEBI	KEGG	METLIN	SMILES	Comment	X4010.Dish.0.cGy.sGCR	X4015.Dish.0.cGy.sGCR	X4026.Dish.0.cGy.sGCR	X4104.Dish.0.cGy.sGCR	X4106.Dish.0.cGy.sGCR	X4181.Dish.0.cGy.sGCR	X4010.Dish.50.cGy.sGCR	X4015.Dish.50.cGy.sGCR	X4026.Dish.50.cGy.sGCR	X4104.Dish.50.cGy.sGCR	X4106.Dish.50.cGy.sGCR	X4181.Dish.50.cGy.sGCR	X4010.Dish.100.cGy.Gamma	X4015.Dish.100.cGy.Gamma	X4026.Dish.100.cGy.Gamma	X4104.Dish.100.cGy.Gamma	X4106.Dish.100.cGy.Gamma	X4181.Dish.100.cGy.Gamma	X4010.Rotation.0.cGy.sGCR	X4015.Rotation.0.cGy.sGCR	X4026.Rotation.0.cGy.sGCR	X4104.Rotation.0.cGy.sGCR	X4106.Rotation.0.cGy.sGCR	X4181.Rotation.0.cGy.sGCR	X4010.Rotation.50.cGy.sGCR	X4015.Rotation.50.cGy.sGCR	X4026.Rotation.50.cGy.sGCR	X4104.Rotation.50.cGy.sGCR	X4106.Rotation.50.cGy.sGCR	X4181.Rotation.50.cGy.sGCR	X4010.Rotation.100.cGy.Gamma	X4015.Rotation.100.cGy.Gamma	X4026.Rotation.100.cGy.Gamma	X4104.Rotation.100.cGy.Gamma	X4106.Rotation.100.cGy.Gamma	X4181.Rotation.100.cGy.Gamma	QC.4	QC.5	QC.6	QC.7	QC.8	QC.End	group1_mean	group2_mean	group2_group1_log2fc	pval	padj	differentially_expressed
GSSG	Oxidized glutathione	HMDB0003337	65359	17858	C00127	6893	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O	1	18.1797159771985	19.3656777000305	19.6316660111926	16.5559561316472	19.5405697051126	18.6879832399918	17.208960142209	17.4937391596258	17.6467541017196	17.0068957510185	17.8319428877562	18.7671116228501	17.1755458637831	18.0050001505947	18.3080504338235	16.0334686223471	17.5354718259365	17.9490358831031	16.6359488616752	19.7574057246218	19.6417459114691	19.3168424703851	17.9107115712601	19.5158763026494	18.0002206305408	16.6754788143188	17.6617029686683	16.5786919804214	16.9256446738714	15.1482390061168	17.4600481552774	16.1604033977735	17.6438627945978	16.2880956159273	17.6670849799881	18.0970772382662	17.8651564743904	18.280045484368	18.5190282067845	18.3873106855044	18.3511126474117	18.3040044915859	17.5010954632647	17.2194286969717	-0.281666766292972	0.560494017690955	0.641334501011766	FALSE
Guanosine	Guanosine	HMDB0000133	6802	16750	C00387	87	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1	1	19.5864314037708	15.4058826826923	15.150591169422	17.8473412196381	17.4857983632719	17.5744697680628	18.3255458388468	17.3738342143984	17.5198030056818	17.5618115692852	17.6814696784469	17.9285595998971	18.8438844214283	17.3664129126483	17.5000398685135	17.3583517056884	17.7797430017256	17.5982437674661	16.6098613413536	17.245485025418	15.9025888397851	17.3564608726943	16.8163460467521	17.3517796805606	16.8708431892388	16.5194773160709	16.0172880806785	17.1545567392727	16.7048316314076	17.2543843470076	16.657667871383	16.840621601449	16.1636158009389	17.770115824584	17.6461439207078	16.2948257523036	17.5135884718923	17.3429118817832	17.5408130629628	17.2023450381609	17.3931133304752	17.2052792082197	17.7411126129117	16.8954984618944	-0.845614151017315	0.0410684284245645	0.169026958909136	FALSE
Hexanoylcarnitine	Hexanoylcarnitine	HMDB0000756	3246938	84834	NA	3548	CCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C	1	19.4422687942076	18.7573572148469	18.306618846471	18.4900449024123	19.2747185851665	19.3496827328978	18.4397593913444	17.7417426130761	18.8227442158477	17.9028589761637	18.528616586808	18.073857116097	18.434020309561	17.9825325661275	17.7992754325483	16.6996143460315	17.8385049420358	17.8794943616836	18.4054067349444	18.710947338207	18.2722925127654	17.8552076702787	18.2347358754802	19.4340424511947	17.3001986660199	17.0556018381541	17.8434892697082	18.6204804375955	17.6322015477139	18.8821594845454	18.0475357917315	17.9150716259972	16.3532629561203	15.6442889438013	17.4022277262513	16.7484154960318	18.1523101559034	18.439652067228	18.5539825689875	18.0826840536714	18.2727817293839	18.3481484181434	17.7722403263313	17.0184670899889	-0.753773236342376	0.130859183742542	0.239572967159424	FALSE
Hexanoylglycine	Hexanoylglycine	HMDB0000701	99463	64390	NA	5669	CCCCCC(=O)NCC(O)=O	1	12.4835833927163	11.6938001595128	12.2711998019241	12.8520299322834	12.1484168991286	12.6525787553006	12.5399356236193	12.6343049045795	13.0282809766862	12.9465944430432	13.1333819856051	12.2849792400014	9.74255571738274	12.6877615599691	13.1171242460951	11.9126799327051	11.9311087681975	12.0280836754945	11.9319975007352	12.2396400404416	11.2567816325607	11.743584158753	12.1731575260715	11.8190352727326	12.2405316153325	12.5909175372818	12.9293963832424	11.8494304905932	11.7902245675096	10.5121406628362	12.1574368486557	12.6440207900854	12.3011578910612	12.2173880382391	12.6123477016344	12.3448367963417	12.941330971038	12.5026946445761	12.6885827770543	12.9238518754984	12.8399635477015	12.8154531523464	11.9032189833073	12.3795313443362	0.476312361028901	0.366312106449332	0.479023523818357	FALSE
Histamine	Histamine	HMDB0000870	774	18295	C00388	68	NCCC1=CNC=N1	1	15.0004460332369	14.7132250560616	14.8587248945518	13.500293391888	15.3986334608166	14.4572641158374	15.2666883902535	13.946984063879	14.5878139201316	13.0848824133642	14.4864924419845	14.210321458467	15.3601605562927	14.5769905812178	14.8087106059194	14.2304342547458	13.5239683673548	13.2358619418576	15.2262821471777	15.6141857006362	15.1465187656317	14.4909449878416	13.7149812247416	14.5337086570854	13.591972205839	14.2099365129248	13.8381342164894	13.6463233946484	13.6797009128132	12.9789561274381	14.5845075186383	12.9905769087238	13.6526146991529	12.4396986215255	13.7712921387784	13.2644493530206	14.3543617753863	14.3762089266621	13.9458514096512	14.0772137242735	14.4181932144657	14.3704463747419	14.2893543845647	13.4505232066399	-0.838831177924789	0.087958220948773	0.200722316507467	FALSE
Histidine	Histidine	HMDB0000177	6274	15971	C00135	21	N[C@@H](CC1=CN=CN1)C(O)=O	1	21.262993976159	20.973508431352	20.4882612839215	20.5592886167544	20.6060854333711	20.4117019533453	20.4822540072092	20.1590230846575	19.8430184611092	20.4513492279746	19.995130506297	20.3213716245314	20.9872819255821	19.6685373473417	21.3058694516047	19.4220290290101	20.032484966114	19.7828995116899	19.5359532073962	20.4383682528952	20.5973113133779	21.7508043376591	18.9469849944043	20.2832677820818	19.9453186848023	19.1826300316039	18.6549467423179	19.4185287307061	17.9539240699766	21.4871436672009	19.2190917232456	18.8381917585167	18.8254953187887	18.4757770399504	19.8700052747629	19.5658555770037	20.5261476922203	20.7768953527492	20.4265269549176	20.6203456168841	20.2515427971079	20.5314264193307	20.1998503718904	19.1324027820447	-1.06744758984574	0.0203239349837238	0.146724636975947	TRUE
Homocitrulline	Homocitrulline	HMDB0000679	65072	17443	C02427	46	N[C@@H](CCCCNC(N)=O)C(O)=O	1	19.5920843959171	19.3163853993981	19.2407414573472	19.1164679027407	19.1949132784722	19.2614310044373	19.0752178496617	19.1705780738598	19.3317718370356	18.952141683614	19.0156060528166	18.6676224535743	18.9047920921133	19.0448543783403	18.9962804850742	18.4313137433537	18.5342742082409	18.6511013218692	18.795398382941	19.3405564874097	19.0831926442374	19.2275683393421	18.7114663449171	19.4341451472451	18.7425199831741	18.6533082341852	18.4145599086179	18.9172937542999	18.299504549942	19.1271498889981	18.8535509584625	18.9085276510175	18.4492616066739	18.2897760122322	18.7740414693881	18.5371915556849	19.0650139641476	19.0617495285034	18.9868084124026	18.9530234480529	18.8645379832995	18.8114442136089	18.7604360381653	18.6353915422432	-0.125044495922108	0.409856938676017	0.513399744236274	FALSE
Homoserine	L-Homoserine	HMDB0000719	12647	15699	C00263	5687	N[C@@H](CCO)C(O)=O	1	15.5473433170803	13.7255738061345	15.2782330947315	14.8231155924192	14.9584269952112	15.6241026945793	14.6470862936746	14.0678295754799	14.6006557451445	14.4647637462189	14.5649448451965	15.0059096502067	14.7314006099407	13.7371448526812	14.9824276300125	14.4194380673504	14.5880857223713	14.5388486649963	14.0671423518479	14.6908143918924	14.2442797284839	14.6351492907479	13.7601369549063	14.7486139921585	15.108753067523	13.9729722702156	13.925221489377	14.2660947331486	13.1630749557435	13.7392280941576	13.4972785835367	13.9601253380525	13.9144184361618	13.3242621418261	13.4625354766953	14.3948592144456	14.6900178651037	14.3987937118462	14.6995413651731	14.6339529778734	14.6839661833724	14.6529784463616	14.4995575912254	13.758913198453	-0.740644392772383	0.0110281054432347	0.146724636975947	TRUE
Hydroxykynurenine	Hydroxykynurenine	HMDB0000732	89	1547	C02794	5700	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O	1	17.7984084204344	17.9756800116761	17.9209281402717	17.2741936310454	17.5773766925633	18.0732658375996	17.7698672319928	17.4381640051053	17.587670954418	17.4604126072896	17.5411075565523	17.2455890990492	17.6252860216714	17.9736364632109	17.6883108149862	17.0806576591819	17.2426613811793	17.4002365795055	17.1592161338106	18.1760441832831	17.46670711536	17.7582472820028	17.233643818521	18.1495161947104	17.5662764050449	17.6573534599147	17.5899407447956	17.802950055689	17.5459981725898	17.7036460169849	17.6896196946993	17.8441800139553	17.652892798586	17.473137092892	17.6285428203734	17.8170364250576	17.6271777571159	17.568977072849	17.7346789175188	17.6882725778336	17.4836927246812	17.445685469756	17.5017981532892	17.6842348075939	0.182436654304727	0.246577630742087	0.388391853312578	FALSE
Hydroxyphenyllactic acid	Hydroxyphenyllactic acid	HMDB0000755	9378	17385	C03672	5723	OC(CC1=CC=C(O)C=C1)C(O)=O	1	15.2767899435169	15.0885857073443	15.5396183118595	14.4357281296854	15.0572169479789	14.9983413758865	14.7791279957042	14.5391898558649	13.9412563270526	15.1249284155343	14.8352481252139	15.3676941187186	15.0771196422112	14.318070167757	14.4897188908967	13.8500423156997	14.4460719518822	14.7081602907685	14.6468742106318	14.2633997897646	15.0496412275286	15.7155682947453	13.6222656412699	14.7095339290002	14.5113389115242	13.8569299139	13.7695568739284	13.6852168593655	13.3794528339914	15.0252301341527	14.0344267105819	13.2700557954101	13.9033129589749	13.6394645014999	14.5543372855776	14.3284141451853	15.0666104759278	15.1503453840863	14.9770592931719	14.9414293980641	14.9868220812811	14.7213424103911	14.4815305432026	13.9550018995383	-0.526528643664276	0.0638792951105503	0.185405758979402	FALSE
Hypotaurine	Hypotaurine	HMDB0000965	107812	16668	C00519	281	NCCS(O)=O	1	15.5764763798293	15.7882234144708	14.885236158289	15.518599834838	15.2511885647272	15.4888117875651	15.0489020658784	14.2070663415473	14.8992130588495	15.1250582938852	15.6307994085981	14.6541815449286	15.2848006620222	15.0055176329164	15.8354628127112	15.3798543592876	15.2780477563501	14.7562415753194	15.2169330156571	15.5615940706413	14.9359782617319	15.0474873572152	14.951239129091	15.3776199095597	15.6878243424588	14.7810565973793	15.0113975549445	16.2907759439475	15.1800168644811	16.6318178540672	15.5556188501866	16.2436837200558	15.6661743934941	15.5331485459446	15.9805562670601	15.552674889114	15.7137634519371	15.5725139509165	15.5311649394875	15.8615281941062	15.659648904784	15.2902782840106	15.2566541331011	15.7553094443092	0.498655311208081	0.0268389852291072	0.15276670210951	FALSE
Hypoxanthine	Hypoxanthine	HMDB0000157	790	17368	C00262	83	OC1=NC=NC2=C1NC=N2	1	23.3156402568282	17.3777942495448	17.7635635607491	21.0079214038349	21.2727344330861	22.040558568637	22.1019019671738	19.4300026984488	19.9313476273216	20.0365653492871	20.5078394663304	20.3957937950675	23.10156507393	20.8498419874774	20.4746821982952	19.9998779504451	20.9458717357878	21.140944841509	19.8409257197171	20.6068436878797	20.5613926070257	21.4917727897845	19.8969704175582	21.4214627887514	20.7279320786226	19.583972813297	19.7528122682879	19.331995319014	20.2229635556236	20.8155203519308	20.414512472806	19.2062750432843	19.9403792617358	20.8493833650584	20.6529174655914	19.373347744526	20.7081857993135	20.5070835408614	20.8277642232184	20.7814345280154	20.6719647686867	20.7019370801062	21.0854639645741	20.0728025588336	-1.01266140574045	0.0835833134041979	0.200722316507467	FALSE
IMP	Inosinic acid	HMDB0000175	8582	17202	C00130	5196	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O	1	26.8301989427422	20.1793339633327	23.0196094970398	25.6033140378031	26.0697477575354	26.4653250802892	25.9943542002188	24.9643841842661	24.1596306783897	23.945564128406	25.4258376712098	25.9738422714351	26.5065797628803	25.4526648738704	24.741299405003	24.2286066910311	25.2199781797954	25.1988468338304	25.8411453093559	24.8142131601682	24.6074444585821	26.0098007127647	25.0737643415241	24.0218615596936	25.54535367849	24.2230325068509	23.856997284381	24.5900627731737	23.9183684127478	24.6416989537984	25.2058414432977	21.300692231255	22.9877074097995	24.2136773772278	24.8792334395685	21.8030603954326	25.103517441884	25.1979773000377	25.2878827205704	25.2495447722049	25.2336234351871	25.2363673449766	25.2246626244017	23.3983687160968	-1.8262939083049	0.0412141278625043	0.169026958909136	FALSE
Inosine	Inosine	HMDB0000195	6021	17596	C00294	84	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12	1	18.9632859051736	17.2195873070173	17.5254856871732	18.9064059580601	18.6757970229689	19.219679262483	19.375115377417	18.388816772891	17.6608909718543	18.1524269976742	18.6598109652675	18.3624633734274	18.9208700058523	18.6878424947851	18.4987511551473	17.9303677514819	18.2253786055838	18.414079029156	18.7490678288055	18.1677589373808	17.6566672201841	18.7017740912828	17.8485505288072	17.8680734752808	17.4304788513709	17.7202274711995	17.3222708386536	18.111137893362	17.3080521568252	18.9971832184676	18.1765133302256	17.0589254082714	16.8732944424446	18.1309784303655	18.1955941955006	17.161936953047	18.0427787493138	18.2953336697508	18.3976715068773	18.1774745558457	18.162451290802	18.3040805525006	18.4462148403344	17.5995404599758	-0.8466743803586	0.0209606624251354	0.146724636975947	TRUE
Isoleucine	Isoleucine	HMDB0000172	6306	17191	C00407	5193	CC[C@H](C)[C@H](N)C(O)=O	1	23.6563829410131	23.223195626208	22.837825190094	22.9448512387784	23.0109104712018	23.0872609060515	23.1343520527488	22.9766296877221	22.818993562257	22.8122436260465	22.7631401687287	22.7424662324971	23.2691222292908	22.763066581517	22.8250509331351	22.5150481537435	22.481532259772	22.7304963486585	22.6106875646747	23.2050600347534	22.9163918611967	23.0967803075317	22.4853557444981	23.352457150062	22.7465796094041	22.3622882911995	22.0853084960177	22.8064877592603	22.1342353138344	23.0345974742025	22.8945667875396	22.6591713834743	22.3000272783635	22.2721019101023	22.7123000182638	22.4888629863246	23.0080372010834	22.8761464149497	22.9320386827239	22.9202265981173	22.8469296375731	22.8279160457307	22.7640527510195	22.554505060678	-0.209547690341445	0.201334403024329	0.343642869338043	FALSE
Kynurenine	Kynurenine	HMDB0000684	161166	16946	C00328	72	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	1	14.7147097696369	13.7870957404125	15.0158942629151	15.6685194979706	14.8355292388013	14.5928866761281	15.4728946975223	15.5039841959798	16.8635103217093	16.9019602788484	16.0407435278583	14.8777971778908	14.9057216998363	16.5773825162387	16.627927690684	16.4005566875366	16.2801686779384	14.6649762574105	14.7289834858032	15.1489820589234	14.8843242452458	14.4210537683889	14.7721253392508	14.5327347352092	13.6871088925155	14.1326903720734	14.8224140334038	13.3141860675476	14.5414966935191	14.8379527183147	14.4211576875674	16.0603622485554	13.8237097190413	15.8707854678792	15.485114009532	14.8499233175618	15.4504057373302	15.2541929368158	15.2839913898604	15.3631433127057	15.0507355154781	15.3709167310539	15.9094555882741	15.0851754083562	-0.824280179917894	0.135086530461478	0.243565107953272	FALSE
Lactic acid	Lactic acid	HMDB0000190	107689	422	C00186	5205	C[C@H](O)C(O)=O	1	25.2545112595553	24.6021055006816	24.8337981683907	24.7282257056211	24.9312470185337	24.9924086621622	24.6497949029605	24.2440360455597	24.0253271649441	24.3667312456551	23.9422681357957	24.9199422447746	25.2105373800965	23.6307827769624	23.7374519712899	23.8779356616626	24.6604977829623	24.1838567470168	24.8609779180485	24.6175088629364	24.5155800115854	26.0361634752773	23.8650775727558	24.7157099018211	24.394664125273	23.6063173503321	23.6268311671084	23.8870733048473	24.168702084867	23.8698537278527	23.8754544917632	23.122932256828	23.1719558144392	23.8460026636553	23.8807352870517	23.8928056370011	25.1850770030221	25.2476351086	25.0210515011927	25.0766110500815	25.1678707726876	25.1181742696011	24.2168437199984	23.6316476917898	-0.585196028208657	0.0797553862227031	0.200450051076546	FALSE
Leucine	Leucine	HMDB0000687	6106	15603	C00123	24	CC(C)C[C@H](N)C(O)=O	1	26.487397565204	26.1322029672876	25.8446847050079	25.9439257066846	25.8407568281426	25.8733160431955	25.9551424319304	25.8059595096585	25.8176509708467	25.7351104447629	25.4414500873968	25.5050998851983	25.9514093522685	25.7494593866536	25.542233837359	25.2863624334641	25.149543951735	25.4324617457045	25.4142259097793	26.0484967236179	25.6735916083002	25.9767337742381	25.1620000989244	26.1010253659074	25.3867166561223	25.2993459117015	24.8508019365398	25.6692000884615	24.8284357146274	26.0000322478915	25.6077692291121	25.463742536402	25.033926585547	25.0125888739707	25.5062207844159	25.1434333691103	25.8628970660385	25.7522857100589	25.8059050340218	25.7306575764196	25.6529012651027	25.5715325644257	25.5185784511974	25.294613563093	-0.223964888104437	0.195592198886016	0.342286348050528	FALSE
Lysine	Lysine	HMDB0000182	5962	18019	C00047	5200	NCCCC[C@H](N)C(O)=O	1	24.3485711989267	23.4990723466217	22.4795758432818	23.8547815113238	23.3220384650032	23.5436231449743	23.3545280868033	23.7539191539225	24.0381474712661	24.0523928477943	23.5931686596067	22.9474713482692	23.3527475655157	23.7427430852785	24.136170643841	23.2080349898636	21.823940389487	16.7617959455081	22.6506434116421	23.6577141929636	23.0370219116946	23.2819331813763	23.2229378243495	23.746279919672	23.2313034115911	23.840929838041	22.5489334872592	24.3284855594233	16.6192531283236	24.8378158666386	23.6758673388044	24.0560925261338	22.5435537699137	23.0329469118153	23.6553265518552	23.2868571165368	23.9939460726375	23.8962188545392	23.5886051205928	23.5355538732961	23.1130067193504	23.1231454277219	22.1709054365823	23.3751073691765	1.20420193259421	0.339559792583887	0.46892457754231	FALSE
Methionine	Methionine	HMDB0000696	6137	16643	C00073	5664	CSCC[C@H](N)C(O)=O	1	25.7829799701016	25.2139370017891	24.9746820674392	25.3480783596822	25.0635438538478	25.1527736480007	25.245319312304	25.271509705979	25.1906415555127	25.0835658971171	24.9043144904135	24.7455543609695	25.1463578042537	24.8860070301775	24.9016934942948	24.3979730625829	24.4091523194111	24.7209132218419	24.5369141872197	25.2811804662476	24.8133201808263	25.2108646734895	24.3871133050083	25.3790923079933	24.550044985671	24.5416282024726	23.9215728769346	24.9032133939235	23.8748575137757	25.345655458914	24.7770720269831	24.9979255654447	24.2054910604559	24.1568423761373	24.738231354223	24.3588434010767	25.0637407771758	25.0646217447294	25.0466466814033	24.8941287622171	24.7720659148489	24.721710376661	24.7436828220936	24.5390676307201	-0.204615191373513	0.297243227523254	0.426168000906835	FALSE
Methionine Sulfoxide	Methionine sulfoxide	HMDB0002005	158980	17016	C02989	6428	CS(=O)CC[C@H](N)C(O)=O	1	20.1427027816063	19.9285319523624	19.5911486040711	19.5050724450337	19.2965244072454	19.6784269416196	19.6320142421879	19.3134296011048	20.1304023883101	19.7441025303361	19.6344267332788	19.1746114388584	19.8453466433787	19.7234792530275	20.0467255510337	19.5289716851829	19.4361726151249	19.0130351183572	18.3934737070767	19.4099193469987	19.2319195737211	19.9269115701536	18.4901723179485	19.8965582308862	18.830637799404	18.5694903194736	18.6455123596693	19.0935283450623	18.507523905499	19.663692651895	18.953610294222	19.1943029776139	18.0777427331438	18.4000959640415	18.9720635711359	19.0075279721931	19.5728514595783	19.5328432523643	19.682429240659	19.5995174924423	19.5615677318573	19.5684314447899	19.5989551443508	18.7675572520584	-0.831397892292458	0.00488721442926086	0.146724636975947	TRUE
Methylglutaric acid	Methylglutaric acid	HMDB0000752	12284	68566	NA	5720	CC(CC(O)=O)CC(O)=O	1	19.2917937769613	18.4546373888642	19.1013279965568	18.5960128508958	19.1873425094466	19.8208205018615	18.9409540632975	18.7677738490805	17.9293645636195	18.7047567264979	18.7253965336423	19.3030235432245	19.463318015989	17.4879698068066	20.1442472898822	17.4114183687444	18.8035015139512	18.0939986262841	19.1046705374452	18.8629547157412	18.1157502809757	19.6963392951624	18.7138955270728	18.449282385401	18.7896464762359	18.4124442497006	18.3234604172921	18.2546007486399	17.8432057549889	18.2754673849664	17.7104195943376	18.249946958318	18.2853747864973	18.2421327184273	18.2209815077149	18.7686648182387	19.4652087063398	19.4632249695743	19.312395809292	19.4532088888933	19.6150734553214	19.4205286015207	18.5674089369429	18.2462533972556	-0.321155539687268	0.520418176728829	0.613165970601294	FALSE
N-Acetylaspartylglutamic acid	N-Acetylaspartylglutamic acid	HMDB0001067	188803	73688	C12270	NA	CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O	1	19.5296734171221	18.5575022298424	20.0030188881051	20.5650831173825	20.6134158547125	20.6015017992606	18.8521439917807	19.0019288995782	18.9966385406646	20.0506461667662	19.8012202788312	20.053002297825	19.7169982227149	19.1885122410638	19.18832957704	19.9600388581632	20.3083297779336	19.5948375434847	20.071360632723	20.4592098167641	19.8008936801357	21.4028666964374	19.9624461122477	20.1026775899783	19.5299988989477	19.6791058766896	19.5946950412627	19.6736199045708	18.8035815260573	19.1948795959906	19.0054196015302	18.9120216940385	19.1732075011338	20.2205586757406	20.2326370707061	18.8638840433102	20.3164919934015	20.2083837921182	20.2524399914272	20.1626723536485	20.2050602907727	20.0436402146339	19.6595077034	19.4012880977432	-0.258219605656777	0.440266353905844	0.540120578503046	FALSE
N-Acetylcadaverine	N-Acetylcadaverine	HMDB0002284	189087	88824	NA	NA	CC(=O)NCCCCCN	1	15.3609693881987	15.9581807793146	16.5621295003794	14.3691816412352	15.3580790648515	15.3123679491239	14.0821306116055	14.9895349167182	14.7408328070031	14.8971429503495	14.6262833738309	15.3969038772866	15.235928273996	14.2363042344649	14.0717473923685	14.2817124330148	15.2043534528062	14.9769851575371	14.1095332815741	15.5441242027523	15.4848841257023	16.1568556727734	14.4063109325031	15.8635042213438	15.0223116391642	14.4632280424492	14.5447228655587	14.2444660459379	14.3271494885171	14.4349449023579	14.3252714528238	14.3792724430203	14.6486146958927	13.7503313750523	15.0206469793386	14.9830988358255	15.299892566464	15.3225174872848	15.2317435717243	15.3186730710922	15.4081143707429	15.2969648855475	14.6678384906979	14.5178726303256	-0.149965860372356	0.616814500861678	0.693589473431431	FALSE
N-Acetylneuraminic acid	N-Acetylneuraminic acid	HMDB0000230	445063	45744	C19910	3321	[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO	1	17.1185809348003	14.6228658033599	13.4120041978867	17.4310797859031	17.0872194187604	17.330735919954	16.7054853040698	16.1123019953935	15.9632880546746	17.3018800644429	17.1138535071623	17.3900369771957	17.8144787315474	16.7467906074159	16.4552089589705	17.867358337228	17.7852932814277	17.3076477479886	16.664311535214	15.9119341835702	15.2867187206204	17.9358953390489	16.8134024879195	15.229807151309	16.5365854339867	15.3134239729272	15.8250061142193	17.2810074175069	16.5938993705302	16.1169929733723	16.0484290598784	15.6621160604255	15.2556296788032	18.1225164206126	16.6887007517554	16.9006424493824	17.2630065086022	17.1255534094339	16.9976160579714	17.1991034200978	17.1199831583814	17.1709459825873	17.3294629440963	16.4463390701429	-0.88312387395343	0.106563924334045	0.214934016877141	FALSE
N-Formyl-methionine	NA	NA	NA	NA	NA	NA	NA	0	8.91006563027601	12.8291290771225	11.0704417883315	13.5435202921582	11.0963912502221	12.6756890252411	15.3038771067725	14.1538396158257	13.8363703869391	13.9973747582694	14.3807876178127	14.4722227523075	14.0250281151472	15.0175831721612	15.8366183739454	14.000407603266	14.8809954990555	13.7806520671499	14.9822229361643	12.8005727913798	12.0368111778991	13.0955391125201	14.6841786630313	12.3900384043991	13.0928607083718	15.1029681992565	13.880580754399	15.5532479867093	13.5501880608774	14.3382343564269	14.0205668970458	14.6600267020662	13.3378566859647	15.5582850936802	14.9258395813225	13.1367409570551	13.6408364747007	13.6954388047602	13.6857000252164	13.4743854037392	13.5586195209802	13.2232980751311	14.5902141384542	14.2732193195224	-0.316994818931805	0.54337655058839	0.633939309019788	FALSE
N2-Acetylornithine	N2-Acetylornithine	HMDB0003357	439232	16543	C00437	NA	CC(=O)N[C@@H](CCCN)C(O)=O	1	21.909498475148	22.265170174665	22.5843754363794	21.5009040352861	22.4991742019903	22.2775195333425	21.2275682415749	21.6507603596669	21.6219677941015	21.7475821387919	21.3870341086312	22.2623598591867	22.408239271179	21.048656421433	21.1234833904403	21.0709163941337	21.9550442492279	21.7336121849956	21.1468359631652	22.3120185281511	22.7340411750091	23.1051363774276	21.1892888786661	22.5910838818821	21.9343529093426	20.9962075179375	21.6492783720611	20.8298195436979	21.6584921612113	19.5137156204068	21.3804377961549	21.2446019211569	21.5958218709365	20.823913595363	21.7352628421635	22.3392436026608	22.1532633944975	22.2125910627491	22.1758032540656	22.2306605718257	22.2686909548846	22.2080427007555	21.5566586519016	21.5198802714059	-0.0367783804956545	0.908200884621215	0.933586371795512	FALSE
NAD+	NAD	HMDB0000902	5892	44215	C00003	5858	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	1	23.2901961714448	21.0064524935939	22.3338632448718	22.364630804765	22.0107513277595	22.7933685250141	23.2124155556793	22.3166998996036	21.8410294911666	21.6658331156176	22.203215201386	22.5706383100103	23.0335400311159	22.7873430536856	22.3483767274871	21.8838250057386	21.99805959266	22.097054648961	22.9637038727378	22.3146735650464	21.7863813310628	22.9731743213127	22.0663099855674	21.9840844841977	22.4505947782879	21.8882967247551	21.5034136049583	22.2931127485147	21.3704533410434	21.6112380397808	22.299276695551	21.1545571889604	21.412773857185	22.3199383789087	22.1880051677534	21.1948929691911	22.1930397625715	22.1788403427663	22.2787724229848	22.2271847658339	22.2775204927828	22.188046897557	22.358033176608	21.7615740429249	-0.596459133683112	0.0740209519367657	0.195744295121669	FALSE
NADH	NADH	HMDB0001487	439153	16908	C00004	3687	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	1	19.9368226977166	15.3309227877057	16.6441372160208	17.8775278074139	17.7590177536472	19.3073432550777	19.857011160366	17.432603006644	15.8937069957704	15.8001760198243	16.9979845610118	18.3761234666653	19.2989665775543	17.5302353300472	16.8467094360655	16.0274364917522	15.9768584577703	17.7972941218327	18.9220917830963	17.8767258098742	17.5014860317059	19.3963908322496	17.8843254776545	17.4182891198048	18.3900287284746	18.2051730358132	17.3912126855925	18.5066511651659	16.9846997348824	19.3034078973733	18.0489122611372	17.0370530299158	17.4828396673457	18.2804969399575	17.6367910657336	17.3073410953745	18.1604320076329	17.9911088522712	18.1943377064797	18.2429935553347	18.0817158600444	18.0288678099585	17.2462500691704	17.6322390099107	0.385988940740347	0.504429885124262	0.600271563297872	FALSE
